y,time,series,cond,sub,true_states
-7.87523814437555,2100,0,a,0,-1
-6.698638197203812,2120,0,a,0,-1
-9.595127692936842,2140,0,a,0,-1
-14.8397709332051,2160,0,a,0,-1
-17.412902064832682,2180,0,a,0,-1
-15.4884907392834,2200,0,a,0,-1
-17.427377735000842,2220,0,a,0,-1
-22.087041735030954,2240,0,a,0,-1
-19.997919598507394,2260,0,a,0,-1
-23.991205855171117,2280,0,a,0,-1
-25.365416272262905,2300,0,a,0,-1
-23.654958799121868,2320,0,a,0,-1
-26.93166935414036,2340,0,a,0,-1
-24.383601510940863,2360,0,a,0,-1
-31.398550306472103,2380,0,a,0,-1
-35.110206194421934,2400,0,a,0,-1
-34.782471968143675,2420,0,a,0,-1
-35.55311862145144,2440,0,a,0,-1
,2460,0,a,0,-1
,2480,0,a,0,-1
-39.24355082225662,2500,0,a,0,-1
-41.83034707068082,2520,0,a,0,-1
-39.2644399805182,2540,0,a,0,-1
,2560,0,a,0,-1
-42.96875230951108,2580,0,a,0,-1
-43.8556311091912,2600,0,a,0,-1
-38.170302180878735,2620,0,a,0,-1
-40.45181789055472,2640,0,a,0,-1
-44.93154409140309,2660,0,a,0,-1
-39.018302944344434,2680,0,a,0,-1
-44.25335896213144,2700,0,a,0,-1
-44.68743117333131,2720,0,a,0,-1
-43.007598957512535,2740,0,a,0,-1
-43.73158686999209,2760,0,a,0,-1
-46.30308638729055,2780,0,a,0,-1
-43.44105939359424,2800,0,a,0,-1
,2820,0,a,0,-1
,2840,0,a,0,-1
,2860,0,a,0,-1
-48.6217442804662,2880,0,a,0,-1
-51.56810473625804,2900,0,a,0,-1
-46.860256908696265,2920,0,a,0,-1
-47.52451650762723,2940,0,a,0,-1
-43.53988302623943,2960,0,a,0,-1
-47.74285749081058,2980,0,a,0,-1
-49.14600017549843,3000,0,a,0,-1
-51.77055733375723,3020,0,a,0,-1
-50.0515853627,3040,0,a,0,-1
,3060,0,a,0,-1
-52.316840619798775,3080,0,a,0,-1
,3100,0,a,0,-1
-49.38093248281811,3120,0,a,0,-1
-51.63801909726151,3140,0,a,0,-1
-51.4129921985064,3160,0,a,0,-1
-51.64639441871908,3180,0,a,0,-1
-49.87474650380439,3200,0,a,0,-1
-50.64933651808255,3220,0,a,0,-1
-52.1577037615295,3240,0,a,0,-1
12.98089465741464,0,1,a,1,0
19.9270805892124,20,1,a,1,0
15.965430251540427,40,1,a,1,1
18.57596600915764,60,1,a,1,1
14.573936964066707,80,1,a,1,2
17.752452872054327,100,1,a,1,2
19.842497890939477,120,1,a,1,2
20.775574819108325,140,1,a,1,2
19.728262713466044,160,1,a,1,2
15.13005721705751,180,1,a,1,2
21.53569901209281,200,1,a,1,2
20.561710723409146,220,1,a,1,2
18.190949534911105,240,1,a,1,2
18.159214715816024,260,1,a,1,2
23.393014433925384,280,1,a,1,2
21.70886273875201,300,1,a,1,2
20.9913031520994,320,1,a,1,2
23.81123117022697,340,1,a,1,2
19.961243397649763,360,1,a,1,2
23.736672622190767,380,1,a,1,2
19.722716750779696,400,1,a,1,2
22.04993615912789,420,1,a,1,2
23.5487564288647,440,1,a,1,2
25.41611075353857,460,1,a,1,2
,480,1,a,1,2
32.07303022667271,500,1,a,1,3
30.6665492704771,520,1,a,1,4
31.93731515493897,540,1,a,1,4
37.08091585817171,560,1,a,1,4
43.06158839941765,580,1,a,1,4
47.28285578845182,600,1,a,1,4
44.60394170344458,620,1,a,1,4
52.702266798698815,640,1,a,1,-1
,660,1,a,1,-1
60.874664201164265,680,1,a,1,-1
68.36232911330006,700,1,a,1,-1
63.11868850048795,720,1,a,1,-1
70.25025706066143,740,1,a,1,-1
80.45489629276061,760,1,a,1,-1
79.61857985353603,780,1,a,1,-1
,800,1,a,1,-1
85.51366529869466,820,1,a,1,-1
88.62868777034063,840,1,a,1,-1
90.2575832647251,860,1,a,1,-1
91.90420973588483,880,1,a,1,-1
90.19974027049946,900,1,a,1,-1
95.7786263949392,920,1,a,1,-1
96.834421408878,940,1,a,1,-1
97.7351372022772,960,1,a,1,-1
101.20055726488798,980,1,a,1,-1
101.48489328576105,1000,1,a,1,-1
98.60266883195624,1020,1,a,1,-1
99.83823147335316,1040,1,a,1,-1
96.06656271184886,1060,1,a,1,-1
99.41107943354228,1080,1,a,1,-1
98.23190322739174,1100,1,a,1,-1
95.93568712064322,1120,1,a,1,-1
91.41615618002842,1140,1,a,1,-1
100.158433583828,1160,1,a,1,-1
93.31722219265056,1180,1,a,1,-1
,1200,1,a,1,-1
93.2033062959637,1220,1,a,1,-1
91.8098797815138,1240,1,a,1,-1
89.88942434917303,1260,1,a,1,-1
88.25548455863438,1280,1,a,1,-1
86.88649744604655,1300,1,a,1,-1
89.62436057370653,1320,1,a,1,-1
86.06630326248327,1340,1,a,1,-1
84.34008455219748,1360,1,a,1,-1
81.98240838749348,1380,1,a,1,-1
81.10060859168493,1400,1,a,1,-1
88.11034548316019,1420,1,a,1,-1
83.99636544941936,1440,1,a,1,-1
84.12899094025792,1460,1,a,1,-1
79.57887471238902,1480,1,a,1,-1
77.54457470937726,1500,1,a,1,-1
80.572995342275,1520,1,a,1,-1
79.61859357756724,1540,1,a,1,-1
71.7570287327984,1560,1,a,1,-1
,1580,1,a,1,-1
,1600,1,a,1,-1
73.37583421721625,1620,1,a,1,-1
71.7394063452568,1640,1,a,1,-1
66.00708501307179,1660,1,a,1,-1
69.57437130823016,1680,1,a,1,-1
66.94036091321766,1700,1,a,1,-1
66.36047859889091,1720,1,a,1,-1
67.40389902882166,1740,1,a,1,-1
63.33271968637074,1760,1,a,1,-1
62.59215699913548,1780,1,a,1,-1
59.89363213925608,1800,1,a,1,-1
55.4085714370084,1820,1,a,1,-1
56.40659747242597,1840,1,a,1,-1
56.97714473577421,1860,1,a,1,-1
54.42473621884341,1880,1,a,1,-1
56.116986295332886,1900,1,a,1,-1
53.51309804384501,1920,1,a,1,-1
,1940,1,a,1,-1
52.361463070403225,1960,1,a,1,-1
45.8305207179298,1980,1,a,1,-1
48.72134971345682,2000,1,a,1,-1
45.82009876243603,2020,1,a,1,-1
47.39331058790396,2040,1,a,1,-1
,2060,1,a,1,-1
44.88880677536088,2080,1,a,1,-1
42.492099812262495,2100,1,a,1,-1
45.81012791908389,2120,1,a,1,-1
42.04527109089221,2140,1,a,1,-1
43.46025368262856,2160,1,a,1,-1
41.2513724057077,2180,1,a,1,-1
39.710519251095626,2200,1,a,1,-1
37.62904698959601,2220,1,a,1,-1
42.94787861825424,2240,1,a,1,-1
39.39502875707304,2260,1,a,1,-1
38.49725688049576,2280,1,a,1,-1
43.79198008593824,2300,1,a,1,-1
40.53222383878081,2320,1,a,1,-1
45.542027454590816,2340,1,a,1,-1
33.03285163001738,2360,1,a,1,-1
,2380,1,a,1,-1
,2400,1,a,1,-1
40.01233081513814,2420,1,a,1,-1
35.599208957967505,2440,1,a,1,-1
40.83853125789945,2460,1,a,1,-1
39.56582888031138,2480,1,a,1,-1
37.577572115907046,2500,1,a,1,-1
,2520,1,a,1,-1
36.892055322482776,2540,1,a,1,-1
34.99390344425177,2560,1,a,1,-1
,2580,1,a,1,-1
37.23283283146347,2600,1,a,1,-1
36.95788386147849,2620,1,a,1,-1
36.53955693932349,2640,1,a,1,-1
38.68349471279621,2660,1,a,1,-1
37.73895374214706,2680,1,a,1,-1
36.9047816865524,2700,1,a,1,-1
38.80443841410667,2720,1,a,1,-1
,2740,1,a,1,-1
39.29742675720215,2760,1,a,1,-1
31.701239920032823,2780,1,a,1,-1
34.9890234166935,2800,1,a,1,-1
,2820,1,a,1,-1
37.843020229337775,2840,1,a,1,-1
40.39916339435624,2860,1,a,1,-1
42.54747187970228,2880,1,a,1,-1
35.87846859638566,2900,1,a,1,-1
40.3576196027189,2920,1,a,1,-1
42.67848480941073,2940,1,a,1,-1
41.61474475355477,2960,1,a,1,-1
38.47526302304187,2980,1,a,1,-1
42.98478113559588,3000,1,a,1,-1
38.59797460164312,3020,1,a,1,-1
43.61441059017835,3040,1,a,1,-1
41.54998457280766,3060,1,a,1,-1
39.53558825683491,3080,1,a,1,-1
41.3572202476234,3100,1,a,1,-1
,3120,1,a,1,-1
-5.66393685080703,0,2,a,2,0
-7.377332957172254,20,2,a,2,1
-9.992512826594846,40,2,a,2,2
-15.753017448201328,60,2,a,2,3
-8.693870411603758,80,2,a,2,4
-15.769600081246152,100,2,a,2,-1
-14.06587314431852,120,2,a,2,-1
-10.187610933511683,140,2,a,2,-1
-12.897816338338124,160,2,a,2,-1
-14.413641136989526,180,2,a,2,-1
-15.631315865789144,200,2,a,2,-1
-10.015581834483784,220,2,a,2,-1
-11.00923335874035,240,2,a,2,-1
-10.407978537325556,260,2,a,2,-1
-14.112533972786949,280,2,a,2,-1
-11.236981932869073,300,2,a,2,-1
-15.56404071280952,320,2,a,2,-1
-15.73974616668273,340,2,a,2,-1
,360,2,a,2,-1
,380,2,a,2,-1
-10.496491331424496,400,2,a,2,-1
-6.067158175511295,420,2,a,2,-1
-9.3508775299724,440,2,a,2,-1
,460,2,a,2,-1
-2.349105433092422,480,2,a,2,-1
-5.481985017787842,500,2,a,2,-1
0.948316281416652,520,2,a,2,-1
3.491727123458265,540,2,a,2,-1
7.856047833969065,560,2,a,2,-1
8.847933966681659,580,2,a,2,-1
11.088690665529189,600,2,a,2,-1
16.481572212730107,620,2,a,2,-1
13.990698856669372,640,2,a,2,-1
20.61611422890275,660,2,a,2,-1
26.758238666104116,680,2,a,2,-1
26.476704490232336,700,2,a,2,-1
34.69910465500637,720,2,a,2,-1
,740,2,a,2,-1
,760,2,a,2,-1
43.26376492444577,780,2,a,2,-1
48.276242705350114,800,2,a,2,-1
51.22237309098826,820,2,a,2,-1
59.70191027168708,840,2,a,2,-1
60.38648143553146,860,2,a,2,-1
65.12744326245215,880,2,a,2,-1
68.74336259259917,900,2,a,2,-1
72.82964939141331,920,2,a,2,-1
72.84808320057587,940,2,a,2,-1
76.02314353503237,960,2,a,2,-1
,980,2,a,2,-1
76.7388271369629,1000,2,a,2,-1
71.45531426568584,1020,2,a,2,-1
72.72445250743738,1040,2,a,2,-1
72.53395852550383,1060,2,a,2,-1
71.82396022517369,1080,2,a,2,-1
74.31983307564971,1100,2,a,2,-1
67.25935611321404,1120,2,a,2,-1
61.70271914014153,1140,2,a,2,-1
60.2441345842197,1160,2,a,2,-1
,1180,2,a,2,-1
54.56595607779614,1200,2,a,2,-1
51.95525557192499,1220,2,a,2,-1
53.1503272741388,1240,2,a,2,-1
44.08003054504589,1260,2,a,2,-1
42.54937388441844,1280,2,a,2,-1
38.24405424058195,1300,2,a,2,-1
34.75131229836671,1320,2,a,2,-1
31.352270076258428,1340,2,a,2,-1
32.91321001250443,1360,2,a,2,-1
27.91768171514172,1380,2,a,2,-1
19.832317897088814,1400,2,a,2,-1
16.377462037277937,1420,2,a,2,-1
14.175210772254282,1440,2,a,2,-1
12.650433752740735,1460,2,a,2,-1
6.771167404225817,1480,2,a,2,-1
3.9341162384815256,1500,2,a,2,-1
-1.798721483772816,1520,2,a,2,-1
-1.5074168049054428,1540,2,a,2,-1
-6.148665964089972,1560,2,a,2,-1
-9.493525721875583,1580,2,a,2,-1
-8.543460050769959,1600,2,a,2,-1
-15.231841648626077,1620,2,a,2,-1
-19.60037681943873,1640,2,a,2,-1
-14.282493654838628,1660,2,a,2,-1
-17.99627494035885,1680,2,a,2,-1
-26.81458200163056,1700,2,a,2,-1
-23.73318628479087,1720,2,a,2,-1
-28.426366074492133,1740,2,a,2,-1
-27.30034443490296,1760,2,a,2,-1
-26.67836178304219,1780,2,a,2,-1
-26.31314852916188,1800,2,a,2,-1
-24.054626678894373,1820,2,a,2,-1
-27.920286314591067,1840,2,a,2,-1
,1860,2,a,2,-1
,1880,2,a,2,-1
-34.04635786634152,1900,2,a,2,-1
-33.926176485403595,1920,2,a,2,-1
-39.12167147090686,1940,2,a,2,-1
-37.20245219717025,1960,2,a,2,-1
-37.941498189988586,1980,2,a,2,-1
-37.11992827632935,2000,2,a,2,-1
-39.36430447003682,2020,2,a,2,-1
-38.94059669688342,2040,2,a,2,-1
-37.77712320813426,2060,2,a,2,-1
-38.78944845283219,2080,2,a,2,-1
-40.36527718607415,2100,2,a,2,-1
,2120,2,a,2,-1
-38.25217889328388,2140,2,a,2,-1
-42.24219608377308,2160,2,a,2,-1
-39.44537284163647,2180,2,a,2,-1
,2200,2,a,2,-1
-41.49747787609152,2220,2,a,2,-1
-46.55311420439467,2240,2,a,2,-1
-41.99546678452083,2260,2,a,2,-1
-41.98611266269393,2280,2,a,2,-1
-40.27019304766311,2300,2,a,2,-1
-45.61774822648078,2320,2,a,2,-1
,2340,2,a,2,-1
-37.61339879845784,2360,2,a,2,-1
-38.98838573949419,2380,2,a,2,-1
-43.383027188045794,2400,2,a,2,-1
-48.72816872871134,2420,2,a,2,-1
-45.95395638660664,2440,2,a,2,-1
-48.47706231564378,2460,2,a,2,-1
-43.89746893620716,2480,2,a,2,-1
-47.22836151654462,2500,2,a,2,-1
-48.91361216924818,2520,2,a,2,-1
,2540,2,a,2,-1
-47.31407327847156,2560,2,a,2,-1
-49.70852944491356,2580,2,a,2,-1
-7.833855168873573,0,3,a,3,0
-7.399043294968431,20,3,a,3,1
-10.793643675575463,40,3,a,3,2
-1.2500218878772058,60,3,a,3,3
-6.687118991192606,80,3,a,3,4
-6.419529882165247,100,3,a,3,-1
-11.272433593374927,120,3,a,3,-1
-9.127935473854969,140,3,a,3,-1
-8.663923794707085,160,3,a,3,-1
-5.594537642814811,180,3,a,3,-1
-6.1637504024891925,200,3,a,3,-1
-4.155888293116373,220,3,a,3,-1
-5.008022212939174,240,3,a,3,-1
-3.803024024940898,260,3,a,3,-1
-2.523870377213217,280,3,a,3,-1
-6.1401981662123255,300,3,a,3,-1
-6.341469776818226,320,3,a,3,-1
-3.800086618383915,340,3,a,3,-1
-8.029119580695596,360,3,a,3,-1
-1.1426603639429531,380,3,a,3,-1
-2.4257303632469616,400,3,a,3,-1
-0.4661104898598021,420,3,a,3,-1
1.146437314884401,440,3,a,3,-1
,460,3,a,3,-1
4.643672255412947,480,3,a,3,-1
8.597680673831487,500,3,a,3,-1
12.069243786342811,520,3,a,3,-1
14.453783821380409,540,3,a,3,-1
18.028169858566187,560,3,a,3,-1
17.73485925532984,580,3,a,3,-1
,600,3,a,3,-1
25.073494041482324,620,3,a,3,-1
31.745103644768594,640,3,a,3,-1
33.336961108690176,660,3,a,3,-1
40.58389896767854,680,3,a,3,-1
43.11168266658829,700,3,a,3,-1
49.38524628059525,720,3,a,3,-1
49.00831209324843,740,3,a,3,-1
60.65010236018768,760,3,a,3,-1
59.30332056767026,780,3,a,3,-1
63.07129822739884,800,3,a,3,-1
72.49258840405629,820,3,a,3,-1
75.02680010793048,840,3,a,3,-1
75.16687006091473,860,3,a,3,-1
85.79509107358706,880,3,a,3,-1
,900,3,a,3,-1
82.23497479078664,920,3,a,3,-1
,940,3,a,3,-1
93.00647259038588,960,3,a,3,-1
91.60105231684732,980,3,a,3,-1
89.53565221058417,1000,3,a,3,-1
97.7457000338852,1020,3,a,3,-1
91.24139931299052,1040,3,a,3,-1
94.12660508070394,1060,3,a,3,-1
,1080,3,a,3,-1
89.12801088804495,1100,3,a,3,-1
,1120,3,a,3,-1
87.76853500248083,1140,3,a,3,-1
85.34090506932455,1160,3,a,3,-1
,1180,3,a,3,-1
76.50205279780222,1200,3,a,3,-1
73.11242721630533,1220,3,a,3,-1
70.34168758148466,1240,3,a,3,-1
63.41913645666718,1260,3,a,3,-1
67.35742304556801,1280,3,a,3,-1
62.65254229834603,1300,3,a,3,-1
56.12017803989719,1320,3,a,3,-1
55.5096371381242,1340,3,a,3,-1
47.23154765909061,1360,3,a,3,-1
47.72448166179882,1380,3,a,3,-1
41.71949619240819,1400,3,a,3,-1
39.60826087224408,1420,3,a,3,-1
38.02068921058883,1440,3,a,3,-1
33.378451359575145,1460,3,a,3,-1
27.28816886421057,1480,3,a,3,-1
25.302348125007853,1500,3,a,3,-1
24.451576657958896,1520,3,a,3,-1
21.862514924926437,1540,3,a,3,-1
17.531064206327773,1560,3,a,3,-1
,1580,3,a,3,-1
15.061320397253528,1600,3,a,3,-1
5.815965880299303,1620,3,a,3,-1
10.656665743496848,1640,3,a,3,-1
8.61961445166548,1660,3,a,3,-1
7.096346798227043,1680,3,a,3,-1
1.6315412308598845,1700,3,a,3,-1
4.340667332206599,1720,3,a,3,-1
0.0582924294944113,1740,3,a,3,-1
-1.1452100424368217,1760,3,a,3,-1
0.0666911804281014,1780,3,a,3,-1
-1.2132199530832637,1800,3,a,3,-1
,1820,3,a,3,-1
1.698619992071019,1840,3,a,3,-1
-6.3112477699407386,1860,3,a,3,-1
-3.6455759478250114,1880,3,a,3,-1
-1.3814625497516824,1900,3,a,3,-1
-6.192689360122885,1920,3,a,3,-1
-7.214161970915825,1940,3,a,3,-1
-2.5781411997553123,1960,3,a,3,-1
-5.87767686683968,1980,3,a,3,-1
-7.642895311426087,2000,3,a,3,-1
-5.855256114230377,2020,3,a,3,-1
-9.249470334590928,2040,3,a,3,-1
-10.671445084170337,2060,3,a,3,-1
-11.80527689628806,2080,3,a,3,-1
-8.532497004212752,2100,3,a,3,-1
-10.551188074550687,2120,3,a,3,-1
-7.13251120854766,2140,3,a,3,-1
-9.442193623864403,2160,3,a,3,-1
-10.121694987276504,2180,3,a,3,-1
-3.841349061514911,2200,3,a,3,-1
-7.372132384197842,2220,3,a,3,-1
-9.486673140811249,2240,3,a,3,-1
-12.718196747162423,2260,3,a,3,-1
-6.893394926466047,2280,3,a,3,-1
-7.304097109277325,2300,3,a,3,-1
-5.795254989783306,2320,3,a,3,-1
,2340,3,a,3,-1
-13.288070354588948,2360,3,a,3,-1
-12.244579516560917,2380,3,a,3,-1
-4.90102828705699,2400,3,a,3,-1
-9.272527926914815,2420,3,a,3,-1
-5.99948127749037,2440,3,a,3,-1
-7.537559981126012,2460,3,a,3,-1
-10.75031096644155,2480,3,a,3,-1
-11.381110416871778,2500,3,a,3,-1
-12.39635247952705,2520,3,a,3,-1
-6.866949134714471,2540,3,a,3,-1
-8.184705571952914,2560,3,a,3,-1
-12.293528651348511,2580,3,a,3,-1
26.315005700701164,0,4,a,4,0
26.19789906095832,20,4,a,4,1
24.772443816311466,40,4,a,4,1
28.052900620280237,60,4,a,4,1
25.62483128906104,80,4,a,4,1
25.44063266813816,100,4,a,4,1
,120,4,a,4,2
29.207298779936306,140,4,a,4,2
28.545564912533635,160,4,a,4,3
24.731208149632423,180,4,a,4,3
24.29472475960244,200,4,a,4,4
23.526746092916294,220,4,a,4,4
29.235973523691825,240,4,a,4,4
26.600036509046667,260,4,a,4,-1
26.02495380656272,280,4,a,4,-1
30.327892753433733,300,4,a,4,-1
22.54308965301421,320,4,a,4,-1
28.242891198134213,340,4,a,4,-1
26.993723701389,360,4,a,4,-1
31.43576100726185,380,4,a,4,-1
34.60762817927101,400,4,a,4,-1
31.819059270096226,420,4,a,4,-1
34.988598438868706,440,4,a,4,-1
36.17678649154563,460,4,a,4,-1
32.95963518389291,480,4,a,4,-1
38.95298394745076,500,4,a,4,-1
35.99417856016592,520,4,a,4,-1
40.008169896416575,540,4,a,4,-1
44.35248564511125,560,4,a,4,-1
44.0583036298294,580,4,a,4,-1
49.50477621038111,600,4,a,4,-1
46.85110783388093,620,4,a,4,-1
54.73693286162215,640,4,a,4,-1
57.482517321548656,660,4,a,4,-1
,680,4,a,4,-1
61.09355680529086,700,4,a,4,-1
64.28145295532647,720,4,a,4,-1
66.6283738527844,740,4,a,4,-1
75.85195528104191,760,4,a,4,-1
,780,4,a,4,-1
80.48874449063916,800,4,a,4,-1
87.74313063717169,820,4,a,4,-1
88.63547623795787,840,4,a,4,-1
97.22197816544134,860,4,a,4,-1
103.31721809106844,880,4,a,4,-1
101.74577838639576,900,4,a,4,-1
104.69754038050272,920,4,a,4,-1
108.4459360470172,940,4,a,4,-1
,960,4,a,4,-1
116.65030794944096,980,4,a,4,-1
121.30057858340592,1000,4,a,4,-1
119.28664925491164,1020,4,a,4,-1
,1040,4,a,4,-1
120.64094618883756,1060,4,a,4,-1
121.94082043904676,1080,4,a,4,-1
,1100,4,a,4,-1
,1120,4,a,4,-1
119.66209342175272,1140,4,a,4,-1
,1160,4,a,4,-1
120.8996594841933,1180,4,a,4,-1
120.49260770635767,1200,4,a,4,-1
118.26270789347544,1220,4,a,4,-1
,1240,4,a,4,-1
111.46017075809216,1260,4,a,4,-1
,1280,4,a,4,-1
107.02909146375588,1300,4,a,4,-1
103.63952571433497,1320,4,a,4,-1
101.38840231628258,1340,4,a,4,-1
,1360,4,a,4,-1
99.24118429490046,1380,4,a,4,-1
92.0513367519045,1400,4,a,4,-1
89.95465847147305,1420,4,a,4,-1
86.66949669395999,1440,4,a,4,-1
84.5125526997767,1460,4,a,4,-1
82.2163930360181,1480,4,a,4,-1
75.8299321679194,1500,4,a,4,-1
74.5335981990648,1520,4,a,4,-1
76.11660989847417,1540,4,a,4,-1
69.60704186004077,1560,4,a,4,-1
69.57769157515591,1580,4,a,4,-1
69.95041845851222,1600,4,a,4,-1
64.69574928511234,1620,4,a,4,-1
58.60730443616002,1640,4,a,4,-1
60.26076454280111,1660,4,a,4,-1
54.954749034944,1680,4,a,4,-1
54.95044088774738,1700,4,a,4,-1
53.01351449245034,1720,4,a,4,-1
51.732161805208825,1740,4,a,4,-1
51.49327742633104,1760,4,a,4,-1
51.79345389506021,1780,4,a,4,-1
51.96910909330123,1800,4,a,4,-1
48.71709268421782,1820,4,a,4,-1
48.01174589207707,1840,4,a,4,-1
42.99480716649396,1860,4,a,4,-1
44.44899690888435,1880,4,a,4,-1
44.059769222277296,1900,4,a,4,-1
39.61701387864241,1920,4,a,4,-1
39.94732290064059,1940,4,a,4,-1
38.14505009272317,1960,4,a,4,-1
34.715840624600254,1980,4,a,4,-1
38.27167713773246,2000,4,a,4,-1
42.93591328044966,2020,4,a,4,-1
35.53680648228697,2040,4,a,4,-1
39.07525526228328,2060,4,a,4,-1
35.645578490233945,2080,4,a,4,-1
35.228469844864314,2100,4,a,4,-1
32.28014287400578,2120,4,a,4,-1
36.76406168351738,2140,4,a,4,-1
34.54131768959566,2160,4,a,4,-1
37.02422750339292,2180,4,a,4,-1
37.64797339865149,2200,4,a,4,-1
30.438679559159908,2220,4,a,4,-1
34.025630107448066,2240,4,a,4,-1
36.20272258278143,2260,4,a,4,-1
31.039305667898866,2280,4,a,4,-1
,2300,4,a,4,-1
36.28892114104784,2320,4,a,4,-1
,2340,4,a,4,-1
35.99551217402188,2360,4,a,4,-1
32.28144470711814,2380,4,a,4,-1
32.27451549195364,2400,4,a,4,-1
35.2783344247563,2420,4,a,4,-1
31.805656457358392,2440,4,a,4,-1
36.40112844041769,2460,4,a,4,-1
31.707223110162037,2480,4,a,4,-1
36.15797242479076,2500,4,a,4,-1
32.622819376584545,2520,4,a,4,-1
32.49676409884895,2540,4,a,4,-1
34.36294690232876,2560,4,a,4,-1
34.824088523218336,2580,4,a,4,-1
32.693841971413526,2600,4,a,4,-1
31.40633300555958,2620,4,a,4,-1
33.31740789739814,2640,4,a,4,-1
37.384872542785295,2660,4,a,4,-1
36.111079927568575,2680,4,a,4,-1
31.714946558783765,2700,4,a,4,-1
39.04182303360648,2720,4,a,4,-1
37.74596899120797,2740,4,a,4,-1
10.019710169020218,0,5,a,5,0
7.759345046535806,20,5,a,5,0
11.341819868983208,40,5,a,5,1
5.9433683948895935,60,5,a,5,1
10.383911427616155,80,5,a,5,1
6.568369267030752,100,5,a,5,1
7.091844190890372,120,5,a,5,1
7.6678123292532065,140,5,a,5,2
8.755479537444314,160,5,a,5,2
5.708215193110507,180,5,a,5,2
