y,x,z,series,time,true_states,cond
-7.006544958195775,4,148,0,67,2,a
423.22385727775975,38,122,0,68,2,a
-550.0689541976944,48,158,0,69,2,a
262.9076516008633,86,122,0,70,2,a
-357.74657670145115,4,161,0,71,2,a
-980.2613859183912,90,190,0,72,2,a
211.56585578042032,83,115,0,73,2,a
-1047.4024188081885,56,191,0,74,2,a
-3.068851777531364,91,144,0,75,2,a
194.90857331645708,22,120,0,76,2,a
201.01974815755295,20,103,0,77,2,a
205.82532878690992,50,118,0,78,2,a
-656.1013392847918,42,172,0,79,2,a
-54.24924214559272,19,151,0,80,2,a
4.791898373122322,54,135,0,81,2,a
110.10848929239052,62,147,0,82,2,a
288.4055795636723,43,122,0,83,2,a
-376.3635872228149,87,169,0,84,2,a
-9.837649196611082,21,135,0,85,2,a
358.7994404794311,37,108,0,86,2,a
-1153.2963984006424,29,197,0,87,2,a
-651.8430336779254,90,184,0,88,2,a
-783.3687447189591,79,186,0,89,2,a
248.46510932272236,32,125,0,90,1,a
261.90835140849214,61,136,0,91,2,a
-159.20311725040736,28,129,0,92,2,a
33.47596262727341,4,131,0,93,2,a
212.3559581185904,53,125,0,94,2,a
725.9774920387895,56,102,0,95,2,a
404.77506418109857,92,121,0,96,2,a
-998.1079900481416,84,197,0,97,2,a
-1239.383540126776,14,199,0,98,2,a
40.22659146751603,95,149,0,99,2,a
-219.92602706843198,37,142,0,100,2,a
-985.8373704549829,75,187,0,101,2,a
-589.6529456900428,56,163,0,102,2,a
-14.192166503324138,17,134,0,103,2,a
333.9191667596575,79,139,0,104,2,a
313.81717716760056,76,135,0,105,2,a
119.82263076294248,91,143,0,106,2,a
401.3654842456694,61,100,0,107,1,a
267.95868300887906,80,190,0,108,1,a
338.1789113244529,81,188,0,109,1,a
515.4180465106466,19,145,0,110,1,a
513.3889232256845,90,159,0,111,1,a
543.5352789613132,98,159,0,112,1,a
700.8442675275342,97,134,0,113,1,a
494.2250528744602,98,148,0,114,1,a
409.4340897564154,28,143,0,115,1,a
170.05092233535237,20,157,0,116,1,a
427.74519604134707,5,134,0,117,1,a
36.074339326143985,55,198,0,118,1,a
288.3057538080793,95,194,0,119,1,a
794.4249768032772,91,126,0,120,1,a
575.875929653968,40,172,0,121,1,a
783.6248676544819,35,161,0,122,1,a
132.57388919417667,59,106,0,123,1,a
556.663749342513,93,109,0,124,1,a
-1007.0072675133706,98,196,0,125,2,a
466.1262198299957,73,108,0,126,2,a
481.6729395537059,54,137,0,127,2,a
-92.39538838089638,58,147,0,128,2,a
90.21676036153843,20,115,0,129,2,a
-689.9144118451748,71,186,0,130,2,a
408.85355280701447,41,109,0,131,2,a
-199.5047577437972,0,138,0,132,2,a
2201.1201711341255,44,171,0,133,0,a
487.49531303246516,99,196,0,134,1,a
558.6134957890556,18,158,0,135,1,a
-50.27504170304496,48,193,0,136,1,a
414.7913592410456,7,193,0,137,1,a
723.2815022619246,84,134,0,138,1,a
155.45626224797388,40,193,0,139,1,a
309.7832421426715,30,170,0,140,1,a
605.3669113080305,20,121,0,141,1,a
1920.1585904206745,34,165,0,142,0,a
945.862164045034,42,100,0,143,0,a
698.8609683893636,64,117,0,144,1,a
488.25699678237214,45,112,0,145,1,a
166.98610280744964,12,189,0,146,1,a
324.5036127881748,60,116,0,147,1,a
583.259354402484,71,162,0,148,1,a
459.29099823976406,66,113,0,149,1,a
400.3960903661719,80,116,0,150,1,a
706.9385452553349,81,134,0,151,1,a
456.70281655050144,23,138,0,152,1,a
535.8263499411496,99,105,0,153,1,a
406.60293228587716,47,149,0,154,1,a
620.7370572883248,30,119,0,155,1,a
371.2398252606175,82,195,0,156,1,a
529.2876444142751,72,134,0,157,1,a
638.6708504015407,85,132,0,158,1,a
358.1739694169249,82,162,0,159,1,a
373.596918362225,65,102,0,160,2,a
237.0360774647547,35,127,0,161,2,a
-967.0465318138483,94,190,0,162,2,a
-699.6946982586305,27,171,0,163,2,a
-71.3063799253487,19,134,0,164,2,a
340.23513240919686,67,138,0,165,2,a
-823.2765219012523,79,183,0,166,2,a
346.40695647689813,80,140,0,167,2,a
-1229.004453903182,43,199,0,168,2,a
14.110531475140572,3,127,0,169,2,a
-335.9213454512281,77,171,0,170,2,a
337.75584316913387,96,143,0,171,2,a
566.150412474174,98,129,0,172,2,a
291.91883374019267,55,127,0,173,2,a
-627.3215532261562,44,178,0,174,2,a
-293.54692763313847,43,168,0,175,2,a
253.1711447321221,41,133,0,176,2,a
-511.8354760989951,21,163,0,177,2,a
260.590095802212,35,109,0,178,2,a
568.0421500045587,10,132,0,179,1,a
552.4719042793171,67,119,0,180,1,a
672.5944567487632,2,148,0,181,1,a
234.2957716391148,81,179,0,182,1,a
724.372273317543,95,119,0,183,1,a
260.6375578914143,85,111,0,184,1,a
613.1229830944847,92,186,0,185,1,a
196.90000420827937,82,139,0,186,1,a
367.4959933862333,67,188,0,187,1,a
573.5787886312053,96,146,0,188,1,a
432.5828263609183,71,103,0,189,1,a
343.6404783982402,58,151,0,190,1,a
147.70095643726566,99,146,0,191,2,a
165.56456911669034,3,137,0,192,2,a
534.5104077671158,69,105,0,193,2,a
139.12395259664214,64,119,0,194,2,a
-113.8803171882594,19,134,0,195,2,a
-397.5506901361197,3,149,0,196,2,a
-193.52533628973632,96,160,0,197,2,a
-414.96010761473184,96,173,0,198,2,a
971.2480123025489,95,105,0,199,1,a
616.6263548816136,60,161,0,200,1,a
495.95737657622215,14,130,0,201,1,a
600.8657069403802,76,154,0,202,1,a
954.0345880988971,21,114,0,203,1,a
451.52360227237614,11,169,0,204,1,a
635.5942174640743,37,107,0,205,1,a
542.0999099095332,41,138,0,206,1,a
619.5571293810756,75,123,0,207,1,a
364.56538697498064,31,181,0,208,1,a
222.29316901340064,62,136,0,209,1,a
666.8363705094633,58,172,0,210,1,a
246.43261327394617,73,150,0,211,1,a
472.5905420871842,12,108,0,212,1,a
503.99639478424615,68,121,0,213,1,a
607.3674473825606,57,143,0,214,1,a
144.68836943757242,15,193,0,215,1,a
434.21922349792186,39,113,0,216,1,a
435.39365998726873,71,117,0,217,1,a
459.1368084754045,94,124,0,218,2,a
191.185476072395,65,130,0,219,2,a
-369.85838946266864,10,158,0,220,2,a
420.3648809741074,58,171,0,221,1,a
510.5275390005033,28,126,0,222,1,a
382.41523314990127,69,149,0,223,1,a
509.23105058049174,86,120,0,224,1,a
441.34876052059514,44,142,0,225,1,a
369.23524267362774,65,159,0,226,1,a
359.6433796098329,31,146,0,227,1,a
322.5886859230347,67,131,0,228,1,a
275.9380644434661,25,193,0,229,1,a
440.65693712482584,85,145,0,230,1,a
554.592901191791,34,161,0,231,1,a
450.52103881931595,68,194,0,232,1,a
315.81288390952176,36,143,0,233,1,a
702.8505427566743,62,155,0,234,1,a
1679.2751047833772,56,116,0,235,0,a
341.46302950156047,68,160,0,236,1,a
28.68581048616454,53,187,0,237,1,a
543.4194075357633,58,138,0,238,1,a
587.266407350519,64,182,0,239,1,a
652.5516523534973,91,109,0,240,1,a
261.4916416935358,42,104,0,241,2,a
291.3248916115924,38,130,0,242,2,a
182.84558715223068,89,132,0,243,2,a
-48.03790047296832,77,137,0,244,2,a
208.30337491353765,7,106,0,245,2,a
489.10953224829564,24,115,0,246,2,a
217.4700643918407,97,134,0,247,2,a
-747.5650755208221,58,178,0,248,2,a
74.79572415592295,15,114,0,249,2,a
-89.00519980045229,67,144,0,250,2,a
-363.16180523613946,97,164,0,251,2,a
306.74361786538157,79,108,0,252,2,a
433.7626342829025,63,126,0,253,2,a
363.4545892697566,44,117,0,254,2,a
-34.943979680014465,95,160,0,255,2,a
304.6620240943592,36,112,0,256,2,a
-206.15578136856945,62,147,0,257,2,a
585.7887339713063,80,123,0,258,2,a
-150.45064191013842,19,148,0,259,2,a
-6.781486868930571,68,141,0,260,2,a
-1104.529942708824,49,185,0,261,2,a
256.8614622723511,48,122,0,262,2,a
363.8123048225633,94,101,0,263,2,a
483.69139075117135,79,144,0,264,1,a
317.5025541442499,49,123,0,265,1,a
232.37672489484777,52,146,0,266,1,a
406.52955420010653,90,190,0,267,1,a
446.76674631342905,59,162,0,268,1,a
273.2366733310454,45,143,0,269,1,a
766.6879331089788,4,136,0,270,1,a
134.1178559235758,79,190,0,271,1,a
255.50598708414765,22,140,0,272,1,a
236.60968780631146,11,107,0,273,1,a
328.2711375368976,91,199,0,274,1,a
-1031.0638878138848,6,191,0,275,2,a
-21.583748338195292,49,152,0,276,2,a
-412.6845946768654,70,178,0,277,2,a
150.24301180258053,83,134,0,278,2,a
-73.7421025665264,57,146,0,279,2,a
-1200.3018397571986,51,191,0,280,2,a
-1669.594088002042,33,198,0,281,2,a
-96.30555640786592,81,153,0,282,2,a
-1157.8143007709614,58,186,0,283,2,a
-917.4751364894178,60,184,0,284,2,a
-591.9979448061633,71,186,0,285,2,a
189.33776569915727,34,132,0,286,2,a
-237.064082766251,35,150,0,287,2,a
453.2278147548493,48,102,0,288,2,a
361.50602866386254,81,123,0,289,2,a
-32.84342848626523,65,148,0,290,2,a
585.6434166944125,5,101,0,291,2,a
222.51721768182122,56,131,0,292,2,a
-847.2140422771848,54,186,0,293,2,a
-47.75442629050883,84,148,0,294,2,a
131.99682587376424,93,121,0,295,2,a
519.7131266920104,70,103,0,296,2,a
-121.81177100067953,36,152,0,297,2,a
-415.6219728662043,83,169,0,298,2,a
-528.5815138490199,46,175,0,299,2,a
-483.8827004863508,59,181,0,300,2,a
230.1236389322646,80,128,0,301,2,a
-867.0605135235346,57,178,0,302,2,a
-979.4812187838138,17,190,0,303,2,a
139.937518706564,83,148,0,304,2,a
-891.2358450780823,98,184,0,305,2,a
-217.92456066187881,1,129,0,306,2,a
196.44481855083953,40,128,0,307,2,a
56.18168547155426,1,181,0,308,1,a
230.33662346296035,23,123,0,309,1,a
385.02749151450854,6,154,0,310,1,a
509.2648736614425,91,164,0,311,1,a
330.51159145956416,97,186,0,312,1,a
288.6046089808053,68,146,0,313,2,a
-605.1580486189881,60,174,0,314,2,a
-787.7602414921124,28,165,0,315,2,a
506.6892145524568,98,119,0,316,2,a
-187.73955998063687,38,125,0,317,2,a
176.3877590960321,29,115,0,318,2,a
-763.913133396788,15,174,0,319,2,a
-697.5451938280451,93,190,0,320,2,a
4.4194090397830905,82,169,0,321,2,a
311.20082783804713,27,108,0,322,2,a
367.7008856228962,45,123,0,323,1,a
537.7186954728886,0,115,0,324,1,a
495.4933271590519,56,173,0,325,1,a
528.263275838045,78,122,0,326,1,a
505.0602018948027,10,129,0,327,1,a
783.3270221626303,39,141,0,328,1,a
451.9072305615841,76,121,0,329,1,a
509.73270028590827,8,139,0,330,1,a
2182.176857711548,10,187,0,331,0,a
1535.3135423958463,73,116,0,332,0,a
-133.06056549587566,62,159,0,333,2,a
-1250.4844786200467,2,186,0,334,2,a
-1364.3360672797073,62,198,0,335,2,a
213.0296467378641,2,127,0,336,2,a
286.3718539762623,26,132,0,337,2,a
-200.9822514133895,92,166,0,338,2,a
-1229.7658859173405,51,197,0,339,2,a
-155.3511382486074,42,157,0,340,2,a
-834.6617969275513,6,180,0,341,2,a
206.65476609091849,55,134,0,342,2,a
-748.2229011218542,65,178,0,343,2,a
268.1612035300253,0,125,0,344,2,a
-257.3740672490558,16,156,0,345,2,a
102.61709221659773,44,138,0,346,2,a
-950.3017912028625,15,184,0,347,2,a
379.1732214439537,29,125,0,348,2,a
69.35927571127846,19,113,0,349,2,a
145.25304104129089,20,116,0,350,2,a
209.36861418949312,9,115,0,351,2,a
-1333.3837766111278,42,190,0,352,2,a
-678.5727384195517,63,179,0,353,2,a
-722.4028047847755,76,172,0,354,2,a
438.6006433563815,89,127,0,355,2,a
-122.84123120021627,22,153,0,356,2,a
-142.16890148722368,15,153,0,357,2,a
-187.4956479016999,1,128,0,358,2,a
162.48308194346265,66,110,0,359,2,a
191.58117224341817,15,102,0,360,2,a
-311.8923554631959,47,155,0,361,2,a
-1262.2324014826363,27,193,0,362,2,a
692.8121437867268,99,109,0,363,2,a
126.38730256526162,14,134,0,364,2,a
-594.493010215314,42,171,0,365,2,a
2334.9475463194312,69,172,0,366,0,a
525.9750531821398,0,103,0,367,1,a
154.22155556342258,78,186,0,368,1,a
867.5495374374887,35,135,0,369,1,a
278.1804839149333,69,178,0,370,1,a
749.3183573103152,91,169,0,371,1,a
402.1252331311506,98,114,0,372,1,a
1445.5782234594742,93,120,0,373,0,a
1964.3906676938325,85,150,0,374,0,a
2102.848577855974,48,179,0,375,0,a
1546.028065591618,28,140,0,376,0,a
626.2261477047363,24,169,0,377,1,a
743.9926884123228,98,146,0,378,1,a
392.0497985929695,98,162,0,379,1,a
361.17175510247796,91,171,0,380,1,a
631.6245750739396,14,145,0,381,1,a
500.00202767087393,89,168,0,382,1,a
409.76375278381096,85,165,0,383,1,a
156.24882156778966,43,121,0,384,2,a
296.4833664124838,25,131,0,385,2,a
-1077.196218488729,15,188,0,386,2,a
-93.15676368110839,26,145,0,387,2,a
-348.17876986745836,43,161,0,388,2,a
-81.397694824848,40,135,0,389,2,a
-48.34413384205223,16,127,0,390,2,a
-668.9456249956547,14,169,0,391,2,a
-433.2028562443694,81,172,0,392,2,a
-1017.9862891313514,31,189,0,393,2,a
-812.9177263397794,25,179,0,394,2,a
714.0074111945123,98,156,0,395,1,a
551.7738520687574,18,168,0,396,1,a
565.5807546467863,50,109,0,397,2,a
342.5964786338192,57,132,0,398,2,a
279.6573758902452,66,117,0,399,2,a
-233.69242973934078,84,163,0,400,2,a
-527.9936202803157,88,172,0,401,2,a
204.96273307271122,46,129,0,402,2,a
-1125.628003082209,53,198,0,403,2,a
-104.48546241701183,34,147,0,404,2,a
-1.7509071590035754,81,150,0,405,2,a
-1013.5869457972599,4,177,0,406,2,a
476.3926964956379,75,124,0,407,2,a
568.3306133340155,75,115,0,408,2,a
381.84044231709555,17,103,0,409,2,a
-274.0570692672492,24,147,0,410,2,a
33.06800312148641,80,139,0,411,2,a
-1220.8725823592395,83,196,0,412,2,a
672.5865772417378,52,135,0,413,1,a
608.1276894456472,34,148,0,414,1,a
400.2438642785521,29,146,0,415,1,a
281.8778535020556,46,155,0,416,1,a
510.29658631765324,65,105,0,417,1,a
419.70459052407034,5,180,0,418,1,a
622.0931934275436,31,199,0,419,1,a
243.86837002835205,31,139,0,420,1,a
478.8196747292163,62,142,0,421,1,a
583.0381033967706,48,116,0,422,1,a
247.5898223541908,14,160,0,423,1,a
405.9140540145475,63,118,0,424,1,a
556.4504548972608,61,126,0,425,1,a
448.7182840805216,75,138,0,426,1,a
599.6260686125139,25,149,0,427,1,a
73.73341963071928,84,194,0,428,1,a
744.3409968008611,34,115,0,429,1,a
936.3175445386021,21,126,0,430,1,a
-132.6565767056041,43,134,0,431,1,a
550.0526856143706,34,129,0,432,1,a
-825.0485511136773,24,176,0,433,2,a
547.1195724846735,66,108,0,434,2,a
113.97628045260655,77,156,0,435,2,a
-54.874383358180225,95,158,0,436,2,a
-32.67124052003251,17,127,0,437,2,a
-844.0148933932064,31,181,0,438,2,a
332.27763237096644,64,139,0,439,2,a
-129.4320259771671,60,155,0,440,2,a
198.36068491556887,81,146,0,441,2,a
257.2121421797287,45,119,0,442,2,a
2100.205460930351,20,185,0,443,0,a
1825.5185937983954,59,142,0,444,0,a
1307.4750083759545,26,102,0,445,0,a
2056.824404503139,92,167,0,446,0,a
1449.859616694477,85,117,0,447,0,a
1855.0121459129184,14,165,0,448,0,a
1155.7179761854186,21,108,0,449,0,a
1249.3245055341672,98,126,0,450,0,a
394.09838401713546,92,149,0,451,1,a
1632.799471277096,17,131,0,452,0,a
2031.4278495672145,55,157,0,453,0,a
1744.1005589822444,34,168,0,454,0,a
509.8114834572583,29,160,0,455,1,a
88.88241599843674,67,197,0,456,1,a
615.1884686219495,4,147,0,457,1,a
157.36177232687254,52,157,0,458,1,a
130.91909256844278,11,182,0,459,1,a
700.7452253460059,96,156,0,460,1,a
258.1513933249348,60,183,0,461,1,a
152.38631652621518,62,173,0,462,1,a
322.5138274799907,47,178,0,463,1,a
415.8495306786898,1,123,0,464,1,a
535.6717125100622,11,113,0,465,1,a
-82.74990764923103,79,131,0,466,2,a
-144.14059586603776,36,145,0,467,2,a
443.75195757946756,56,120,0,468,2,a
87.94817648197932,27,132,0,469,2,a
-680.2435246934707,73,187,0,470,2,a
224.4957581090511,98,136,0,471,2,a
-264.38337322536336,23,143,0,472,2,a
7.219348177479596,64,149,0,473,2,a
-351.9284829741336,80,171,0,474,2,a
-1109.0976091901257,86,197,0,475,2,a
-1159.5269433025242,45,189,0,476,2,a
-1146.533672378394,23,181,0,477,2,a
-601.4182705400124,39,170,0,478,2,a
505.2016101911889,88,116,0,479,2,a
155.26710519754187,77,129,0,480,2,a
-519.9098763323947,87,172,0,481,2,a
343.3414655108474,21,117,0,482,2,a
-390.6967493296733,19,146,0,483,2,a
-677.6567062099874,31,169,0,484,2,a
-790.6946725044971,53,191,0,485,2,a
275.8787163524673,44,124,0,486,2,a
221.8797763380017,48,141,0,487,2,a
-180.58648726426628,15,144,0,488,2,a
228.4123662368621,28,110,0,489,2,a
342.60443434494084,79,128,0,490,2,a
183.12976905645138,72,124,0,491,1,a
564.1031964367913,5,151,0,492,1,a
465.6681342736734,12,141,0,493,1,a
746.4757916848952,26,101,0,494,1,a
421.0953371300677,94,117,0,495,1,a
588.7548659894709,2,100,0,496,1,a
520.0148937122784,36,133,0,497,1,a
397.06058071739216,59,163,0,498,1,a
106.6034626845696,45,128,0,499,2,a
-521.3103444355486,2,171,0,500,2,a
50.63120087232578,68,136,0,501,2,a
258.0110807827828,34,128,0,502,2,a
-272.70980286724335,56,167,0,503,2,a
-216.19200386531398,45,132,0,504,2,a
281.80162963213735,21,119,0,505,2,a
-1160.8682822433916,5,194,0,506,2,a
-506.1774949108508,16,164,0,507,2,a
101.87804765407884,72,126,0,508,2,a
693.9188376561062,97,170,0,509,1,a
625.2355412924659,25,107,0,510,1,a
167.72066254994016,2,186,0,511,1,a
229.5682113758267,84,164,0,512,1,a
545.9338589342989,58,102,0,513,1,a
334.262182899509,68,128,0,514,1,a
830.4280897221756,13,137,0,515,1,a
437.70544780308836,53,153,0,516,1,a
527.3668608899778,2,120,0,517,1,a
365.61021221721455,17,144,0,518,1,a
594.5120652332646,54,118,0,519,1,a
522.5682740356135,86,149,0,520,1,a
387.42961730303426,74,188,0,521,1,a
464.5677099876341,38,124,0,522,1,a
514.3692406646195,88,139,0,523,1,a
361.14496306664864,86,178,0,524,1,a
-822.2011247701596,20,176,0,525,2,a
423.7977495344983,5,102,0,526,2,a
-364.93146453099587,5,151,0,527,2,a
292.27016077597665,69,125,0,528,2,a
424.87048692114905,87,131,0,529,2,a
-156.77973607442317,46,118,0,530,2,a
-552.0374075727068,58,166,0,531,2,a
-637.9720426222347,80,176,0,532,2,a
-1175.8032863567591,31,190,0,533,2,a
223.32377292563615,13,113,0,534,2,a
-142.07888112006813,17,147,0,535,2,a
-230.1861197796739,18,155,0,536,2,a
-51.67791654846232,26,140,0,537,2,a
-225.30434690204476,62,158,0,538,2,a
137.7351524797371,53,142,0,539,2,a
-321.82186828115823,77,165,0,540,2,a
380.8414918253118,26,130,0,541,2,a
668.5057760242598,54,116,0,542,2,a
662.2821003987768,40,101,0,543,1,a
-200.25585044139916,43,155,0,544,2,a
635.409887390392,67,120,0,545,2,a
217.37233040077558,41,106,0,546,2,a
257.43181826644184,95,122,0,547,2,a
-443.8731629980199,46,166,0,548,2,a
207.300113809209,95,139,0,549,2,a
-949.1584310988115,47,185,0,550,2,a
2258.2265157464963,42,196,0,551,0,a
1058.9513036950852,96,111,0,552,0,a
1628.854678210757,43,140,0,553,0,a
1409.6436425881984,83,105,0,554,0,a
1842.647088104861,19,138,0,555,0,a
2239.500447617758,48,197,0,556,0,a
1740.715688171077,60,125,0,557,0,a
1932.2395526792416,96,188,0,558,0,a
1851.2750990761856,86,142,0,559,0,a
1333.6251601005436,22,114,0,560,0,a
1467.0334403628522,81,147,0,561,0,a
77.21038378773707,86,108,1,0,2,a
-234.7660057379597,20,114,1,1,2,a
-963.9417621671972,6,161,1,2,2,a
-194.116405224003,36,115,1,3,2,a
-1103.7008364748172,59,180,1,4,2,a
-481.36993022412537,32,142,1,5,2,a
-536.4076012070757,87,163,1,6,2,a
-246.55414958897555,38,104,1,7,2,a
-1159.3938077301946,49,178,1,8,2,a
-242.28281747721928,99,141,1,9,2,a
-1609.9639326815686,24,199,1,10,2,a
-127.45978141626986,50,136,1,11,2,a
1692.5556095338763,9,154,1,12,1,a
1381.5823876450327,50,170,1,13,1,a
1702.9875082743827,80,102,1,14,1,a
1886.1110349919131,86,174,1,15,1,a
1851.165463782958,25,166,1,16,1,a
1822.0356897132929,99,184,1,17,1,a
-883.9974342894834,96,187,1,18,2,a
-938.9172233262245,15,169,1,19,2,a
-1637.049932788728,64,199,1,20,2,a
-593.6338696614908,4,132,1,21,2,a
130.51876295485349,80,100,1,22,2,a
-803.7170084662538,7,157,1,23,2,a
-1356.6682778419743,85,194,1,24,2,a
-454.0550231310417,4,148,1,25,2,a
-338.50531586796166,94,146,1,26,2,a
-302.41612598970084,29,135,1,27,2,a
1859.8044381915297,82,111,1,28,1,a
1760.4795591929874,29,131,1,29,1,a
1836.8230462440872,31,112,1,30,1,a
1779.672976256282,82,196,1,31,1,a
1938.151793509116,96,182,1,32,1,a
1956.7146007074696,84,166,1,33,1,a
1952.495085055654,39,109,1,34,1,a
1439.1168773874947,82,193,1,35,1,a
1849.4459231775156,33,161,1,36,1,a
1941.7905230491278,45,139,1,37,1,a
1928.299892558751,99,187,1,38,1,a
-339.54758234731605,14,101,1,39,2,a
-521.8262456068004,43,153,1,40,2,a
-676.7968014996434,13,142,1,41,2,a
115.3995072212222,66,112,1,42,2,a
-171.44323958410146,44,138,1,43,2,a
-1326.4787670677506,45,191,1,44,2,a
-645.6610603649377,96,165,1,45,2,a
-702.9851674330772,95,166,1,46,2,a
235.31537030661485,54,113,1,47,2,a
-1771.5161927192498,70,195,1,48,2,a
-456.797496561929,25,130,1,49,2,a
-315.54726285905446,66,142,1,50,2,a
-270.00321529704837,9,105,1,51,2,a
-753.6641350378256,9,144,1,52,2,a
-324.58754252496675,83,140,1,53,2,a
181.80123829798262,76,111,1,54,2,a
-274.7714033998655,67,132,1,55,2,a
-568.3116767829033,45,151,1,56,2,a
-705.0561313722397,19,161,1,57,2,a
-623.5492888476298,42,155,1,58,2,a
-785.2821051611625,57,166,1,59,2,a
-402.96764598903394,56,133,1,60,2,a
-662.9951299098481,17,136,1,61,2,a
-596.2928290791107,4,148,1,62,2,a
1735.174117645478,30,104,1,63,1,a
1880.287914173152,32,112,1,64,1,a
1409.3715752734652,37,138,1,65,0,a
1608.1256871707915,48,140,1,66,1,a
1558.153191268831,57,158,1,67,1,a
1750.2428671471207,86,186,1,68,1,a
1613.3211407655,39,152,1,69,0,a
1993.5322014431672,65,186,1,70,0,a
1919.4742572545158,74,199,1,71,0,a
1584.435893565887,44,162,1,72,0,a
1875.0577880260132,5,182,1,73,1,a
2001.6428170696918,83,145,1,74,1,a
1897.6532224302098,20,111,1,75,1,a
1585.1582003106741,54,190,1,76,1,a
1516.833000187296,64,179,1,77,1,a
1669.8835481930046,93,198,1,78,1,a
1669.6203804485947,13,195,1,79,1,a
1655.0642891214845,77,182,1,80,1,a
1983.6506349539943,49,146,1,81,1,a
1804.650456110147,41,132,1,82,1,a
1661.339006557298,25,158,1,83,0,a
1230.7784120726596,15,100,1,84,0,a
1445.7866218802806,41,144,1,85,0,a
1829.1534594858597,59,163,1,86,0,a
1752.9808265112465,8,173,1,87,0,a
1218.161159355097,87,128,1,88,0,a
1402.4636083708087,34,137,1,89,0,a
1468.4763394311233,85,172,1,90,0,a
1480.5643129717164,98,157,1,91,0,a
-619.2410559206901,68,165,1,92,2,a
-733.5344582736639,47,138,1,93,2,a
-243.67960722467504,71,118,1,94,2,a
-1224.4041155620514,73,178,1,95,2,a
-428.91519932824696,46,141,1,96,2,a
-727.8347058889002,70,155,1,97,2,a
-1491.313200710459,98,197,1,98,2,a
-204.90049093766166,13,129,1,99,2,a
-844.8875934357553,27,153,1,100,2,a
-1157.1143346549227,61,166,1,101,2,a
-1669.4844274826155,7,184,1,102,2,a
1608.538431960959,74,164,1,103,1,a
1716.7355985191964,39,142,1,104,1,a
1941.9897587600303,88,129,1,105,1,a
1671.0862736629276,77,152,1,106,0,a
1486.7783656598697,84,140,1,107,0,a
930.6578607188444,8,111,1,108,0,a
1911.2620521568226,2,188,1,109,0,a
1745.4539646309786,10,183,1,110,0,a
1679.9542650091287,51,146,1,111,0,a
1193.2638073941134,36,142,1,112,0,a
2097.3317137563345,42,199,1,113,0,a
1574.2514015006032,66,125,1,114,0,a
1293.746901816006,60,106,1,115,0,a
1391.6413077393845,25,143,1,116,0,a
1407.186405343545,30,127,1,117,0,a
1790.9622252902752,85,175,1,118,0,a
1415.2321378342408,8,174,1,119,0,a
